NAME,DIAGNOSE,TYPE
cold agglutinin disease due to mycoplasma pneumonia,class_4,snomedct_us
yellow fever virus antibody,class_4,snomedct_us
streptococcus pneumoniae danish serotype 9n,class_4,snomedct_us
gonococcal pneumonia,class_4,snomedct_us
streptococcus pneumoniae danish serotype 11a capsular polysaccharide antigen,class_4,snomedct_us
pneumonia,class_4,snomedct_us
streptococcus pneumoniae danish serotype 10a igg,class_4,snomedct_us
streptococcus pneumoniae danish serotype 22a,class_4,snomedct_us
streptococcus pneumoniae danish serotype 18c capsular polysaccharide antigen unconjugated,class_4,snomedct_us
marburg virus disease,class_4,snomedct_us
streptococcus pneumoniae danish serotype 2,class_4,snomedct_us
streptococcus pneumoniae danish serotype 5 capsular polysaccharide antigen conjugated,class_4,snomedct_us
administration of vaccine product containing only streptococcus pneumoniae antigen (procedure),class_4,snomedct_us
streptococcus pneumoniae danish serotype 35d,class_4,snomedct_us
streptococcus pneumoniae danish serotype 9a,class_4,snomedct_us
aseptic fever,class_4,snomedct_us
streptococcus pneumoniae serogroup 23 antibody,class_4,snomedct_us
yellow fever screening,class_4,snomedct_us
chlamydia pneumoniae igm level,class_4,snomedct_us
pneumonia caused by enterococcus,class_4,snomedct_us
streptococcus pneumoniae danish serotype 7f ab,class_4,snomedct_us
streptococcus pneumoniae serogroup 33,class_4,snomedct_us
neonatal sepsis caused by malassezia,class_4,snomedct_us
bronchopneumonia due to klebsiella pneumoniae,class_4,snomedct_us
biphasic fever,class_4,snomedct_us
chlamydia pneumoniae iga level,class_4,snomedct_us
streptococcus pneumoniae danish serotype 5 capsular polysaccharide unconjugated antigen,class_4,snomedct_us
streptococcus pneumoniae danish serotype 15b capsular polysaccharide unconjugated antigen,class_4,snomedct_us
pneumonia due to klebsiella pneumoniae,class_4,snomedct_us
seasonal allergic conjunctivitis,class_4,snomedct_us
pneumonia due to measles,class_4,snomedct_us
candiru fever,class_4,snomedct_us
legionnaires' disease,class_4,snomedct_us
autosomal dominant severe congenital neutropenia,class_4,snomedct_us
pneumonia and influenza,class_4,snomedct_us
febrile neutropenia,class_4,snomedct_us
blackwater fever,class_4,snomedct_us
fever caused by sars-cov-2,class_4,snomedct_us
cryptogenic pulmonary eosinophilia,class_4,snomedct_us
acute rise of fever,class_4,snomedct_us
sepsis caused by coliform,class_4,snomedct_us
enteric fever antibody titer measurement,class_4,snomedct_us
toxic neutropenia,class_4,snomedct_us
streptococcus pneumoniae danish serotype 47f,class_4,snomedct_us
streptococcus pneumoniae or streptococcus viridans group,class_4,snomedct_us
chronic endogenous lipoid pneumonia,class_4,snomedct_us
kemerovo virus disease,class_4,snomedct_us
streptococcus pneumoniae danish serotype 23f capsular polysaccharide antigen,class_4,snomedct_us
chapare hemorrhagic fever,class_4,snomedct_us
tick-borne flavivirus hemorrhagic fever,class_4,snomedct_us
pneumonia with coccidioidomycosis,class_4,snomedct_us
streptococcus pneumoniae danish serotype 18f,class_4,snomedct_us
rift valley fever virus,class_4,snomedct_us
maguari fever,class_4,snomedct_us
"congenital neutropenia, myelofibrosis, nephromegaly syndrome",class_4,snomedct_us
herpes simplex pneumonia,class_4,snomedct_us
streptococcus pneumoniae danish serotype 18c capsular polysaccharide antigen conjugated to corynebacterium diphtheriae crm197 protein,class_4,snomedct_us
sepsis due to oral infection,class_4,snomedct_us
chlamydia pneumoniae rna assay,class_4,snomedct_us
autoimmune neutropenia,class_4,snomedct_us
streptococcus pneumoniae danish serotype 6b capsular polysaccharide antigen conjugated to corynebacterium diphtheriae crm197 protein,class_4,snomedct_us
streptococcus pneumoniae serogroup 9,class_4,snomedct_us
rodent-borne hemorrhagic fever,class_4,snomedct_us
tick-borne bunyavirus hemorrhagic fever,class_4,snomedct_us
streptococcus pneumoniae danish serotype 14 capsular polysaccharide antigen conjugated to nontypeable haemophilus influenzae protein d,class_4,snomedct_us
streptococcus pneumoniae serogroup 9 antibody,class_4,snomedct_us
aspiration pneumonia due to regurgitated food,class_4,snomedct_us
banzi virus disease,class_4,snomedct_us
streptococcus pneumoniae danish serotype 6a igg,class_4,snomedct_us
streptococcus pneumoniae danish serotype 37,class_4,snomedct_us
neutropenic sepsis,class_4,snomedct_us
streptococcus pneumoniae danish serotype 8 capsular polysaccharide antigen,class_4,snomedct_us
streptococcus pneumoniae danish serotype 18c ab,class_4,snomedct_us
achromobacter pneumonia,class_4,snomedct_us
recurrent aspiration pneumonia,class_4,snomedct_us
fungal pneumonia,class_4,snomedct_us
ovine herpesvirus 2,class_4,snomedct_us
streptococcus pneumoniae danish serotype 35f,class_4,snomedct_us
multiple drug-resistant klebsiella pneumoniae subsp. ozaenae,class_4,snomedct_us
sepsis of newborn due to staphylococcus aureus,class_4,snomedct_us
tensaw virus disease,class_4,snomedct_us
measurement of chlamydia pneumoniae antibody,class_4,snomedct_us
polymer fume fever,class_4,snomedct_us
jungle yellow fever,class_4,snomedct_us
streptococcus pneumoniae danish serotype 2 igg,class_4,snomedct_us
hay fever,class_4,snomedct_us
cardiac disorder due to typhoid fever,class_4,snomedct_us
chronic pneumonia,class_4,snomedct_us
viral pneumonia with aids (acquired immunodeficiency syndrome),class_4,snomedct_us
rift valley virus encephalitis,class_4,snomedct_us
klebsiella pneumoniae,class_4,snomedct_us
chlamydia pneumoniae rna,class_4,snomedct_us
infectious mononucleosis,class_4,snomedct_us
streptococcus pneumoniae danish serotype 9n capsular polysaccharide antigen unconjugated,class_4,snomedct_us
education about sepsis,class_4,snomedct_us
prolonged fever,class_4,snomedct_us
pulmonary tularemia,class_4,snomedct_us
metabolic neutropenia,class_4,snomedct_us
queensland tick typhus,class_4,snomedct_us
everglades virus disease,class_4,snomedct_us
streptococcus pneumoniae danish serotype 7f capsular polysaccharide antigen conjugated to nontypeable haemophilus influenzae protein d,class_4,snomedct_us
sepsis due to streptococcus pyogenes,class_4,snomedct_us
rift valley fever virus igg,class_4,snomedct_us
rift valley fever virus igm,class_4,snomedct_us
streptococcus pneumoniae danish serotype 18c capsular polysaccharide antigen conjugated to clostridium tetani toxoid protein,class_4,snomedct_us
relapsing fever of north africa,class_4,snomedct_us
pericarditis due to familial mediterranean fever,class_4,snomedct_us
streptococcus pneumoniae serogroup 35,class_4,snomedct_us
streptococcus pneumoniae danish serotype 3 capsular polysaccharide antigen conjugated,class_4,snomedct_us
cat-scratch disease,class_4,snomedct_us
streptococcus pneumoniae danish serotype 12f capsular polysaccharide antigen,class_4,snomedct_us
canicola fever,class_4,snomedct_us
sepsis-associated encephalopathy,class_4,snomedct_us
treatment of fever,class_4,snomedct_us
congenital group a hemolytic streptococcal pneumonia,class_4,snomedct_us
streptococcus pneumoniae danish serotype 8 igg,class_4,snomedct_us
febrile transfusion reaction,class_4,snomedct_us
sepsis caused by vancomycin resistant enterococcus,class_4,snomedct_us
streptococcus pneumoniae danish serotype 12f capsular polysaccharide antigen unconjugated,class_4,snomedct_us
mycoplasma pneumonia,class_4,snomedct_us
streptococcus pneumoniae antigen assay,class_4,snomedct_us
notification of glandular fever,class_4,snomedct_us
streptococcus pneumoniae danish serotype 17a,class_4,snomedct_us
wyeomyia virus disease,class_4,snomedct_us
streptococcus pneumoniae danish serotype 43,class_4,snomedct_us
ampc beta-lactamase producing klebsiella pneumoniae,class_4,snomedct_us
vaccine product containing only coxiella burnetii antigen (medicinal product),class_4,snomedct_us
streptococcus pneumoniae danish serotype 11d,class_4,snomedct_us
examination of fever,class_4,snomedct_us
gemella morbillorum or streptococcus acidominimus or streptococcus pneumoniae,class_4,snomedct_us
neonatal late-onset sepsis,class_4,snomedct_us
extrinsic allergic alveolitis,class_4,snomedct_us
sepsis following molar and/or ectopic pregnancy,class_4,snomedct_us
lujo hemorrhagic fever,class_4,snomedct_us
right upper zone pneumonia,class_4,snomedct_us
pneumonia due to methicillin resistant staphylococcus aureus,class_4,snomedct_us
acute eosinophilic pneumonia,class_4,snomedct_us
anthrax disease,class_4,snomedct_us
streptococcus pneumoniae danish serotype 8 ab,class_4,snomedct_us
rheumatic arthritis of temporomandibular joint,class_4,snomedct_us
post measles pneumonia,class_4,snomedct_us
bacterial pneumonia with aids (acquired immunodeficiency syndrome),class_4,snomedct_us
streptococcus pneumoniae danish serotype 5 capsular polysaccharide antigen,class_4,snomedct_us
10-valent pneumococcal conjugate vaccine,class_4,snomedct_us
mycoplasma pneumoniae antibody,class_4,snomedct_us
hereditary autoinflammatory diseases,class_4,snomedct_us
streptococcus pneumoniae danish serotype 11a,class_4,snomedct_us
streptococcus pneumoniae danish serotype 12b,class_4,snomedct_us
madrid virus disease,class_4,snomedct_us
candidiasis of lung,class_4,snomedct_us
mononuclear interstitial pneumonia,class_4,snomedct_us
"pneumonia, rickettsial",class_4,snomedct_us
"streptococcus pneumoniae danish serotype 4, 6b, 9v, 14, 18c, 19f, and 23f capsular polysaccharide antigens conjugated only vaccine product",class_4,snomedct_us
bronchopneumonia due to streptococcus pneumoniae,class_4,snomedct_us
streptococcus pneumoniae 19 antibody assay,class_4,snomedct_us
klebsiella quasipneumoniae subsp. similipneumoniae,class_4,snomedct_us
paratyphoid a fever,class_4,snomedct_us
streptococcus pneumoniae danish serotype 17f igg,class_4,snomedct_us
wesselsbron fever,class_4,snomedct_us
gradual rise of fever,class_4,snomedct_us
pneumocystis jiroveci pneumonia,class_4,snomedct_us
idiopathic pulmonary fibrosis,class_4,snomedct_us
"hemorrhagic fever, ebola",class_4,snomedct_us
streptococcus pneumoniae danish serotype 19f igg,class_4,snomedct_us
hemorrhagic fever virus antibody,class_4,snomedct_us
streptococcus pneumoniae danish serotype 22f,class_4,snomedct_us
copper fever,class_4,snomedct_us
chlamydia pneumoniae antibody,class_4,snomedct_us
streptococcus pneumoniae 14,class_4,snomedct_us
bronchiolitis obliterans organizing pneumonia,class_4,snomedct_us
febrile infection related epilepsy syndrome,class_4,snomedct_us
streptococcus pneumoniae danish serotype 6c,class_4,snomedct_us
alpha-hemolytic streptococcus not streptococcus pneumoniae,class_4,snomedct_us
postoperative sepsis,class_4,snomedct_us
klebsiella pneumoniae or klebsiella oxytoca,class_4,snomedct_us
streptococcus pneumoniae danish serotype 17f capsular polysaccharide antigen,class_4,snomedct_us
neonatal chlamydial pneumonia,class_4,snomedct_us
streptococcus pneumoniae danish serotype 6b capsular polysaccharide antigen conjugated,class_4,snomedct_us
acute endogenous lipoid pneumonia,class_4,snomedct_us
streptococcus pneumoniae danish serotype 18a,class_4,snomedct_us
paratyphoid c fever,class_4,snomedct_us
sepsis during labor with antenatal problem,class_4,snomedct_us
pneumonia caused by human coronavirus,class_4,snomedct_us
inkoo virus disease,class_4,snomedct_us
infectious disorder of trachea,class_4,snomedct_us
neutropenia with aids (acquired immunodeficiency syndrome),class_4,snomedct_us
streptococcus pneumoniae danish serotype 6d,class_4,snomedct_us
postoperative aspiration pneumonia,class_4,snomedct_us
"hemorrhagic fever, argentinian",class_4,snomedct_us
streptococcus pneumoniae danish serotype 8,class_4,snomedct_us
streptococcus pneumoniae danish serotype 46,class_4,snomedct_us
arbovirus hemorrhagic fever,class_4,snomedct_us
streptococcus pneumoniae rrna,class_4,snomedct_us
atypical pneumonia,class_4,snomedct_us
sepsis due to herpes simplex,class_4,snomedct_us
streptococcus pneumoniae danish serotype 1 capsular polysaccharide antigen conjugated to corynebacterium diphtheriae crm197 protein,class_4,snomedct_us
mycoplasma pneumoniae igg,class_4,snomedct_us
sepsis of newborn due to anaerobes,class_4,snomedct_us
infection due to mycoplasma pneumoniae,class_4,snomedct_us
mycoplasma pneumoniae rrna,class_4,snomedct_us
cough with fever,class_4,snomedct_us
perinatal sepsis,class_4,snomedct_us
streptococcus pneumoniae serogroup 12 antibody,class_4,snomedct_us
streptococcus pneumoniae danish serotype 7f capsular polysaccharide antigen conjugated,class_4,snomedct_us
pneumonia caused by chlamydia pneumoniae,class_4,snomedct_us
streptococcus pneumoniae danish serotype 9n capsular polysaccharide antigen,class_4,snomedct_us
q fever pericarditis,class_4,snomedct_us
"s(ad) sad (size (area, depth) sepsis, arteriopathy, denervation) system score",class_4,snomedct_us
combined immunodeficiency due to gins1 deficiency,class_4,snomedct_us
plateau phase of fever,class_4,snomedct_us
arthritis of left knee caused by streptococcus pneumoniae,class_4,snomedct_us
granulomatous pneumonia,class_4,snomedct_us
north asian tick typhus,class_4,snomedct_us
ross river fever antibody level,class_4,snomedct_us
venezuelan equine encephalomyelitis,class_4,snomedct_us
streptococcus pneumoniae serogroup 12,class_4,snomedct_us
sepsis caused by gram negative bacteria,class_4,snomedct_us
chronic benign neutropenia of childhood,class_4,snomedct_us
herpes labialis,class_4,snomedct_us
klebsiella rhinoscleromatis,class_4,snomedct_us
klebsiella pneumoniae subspecies pneumoniae or raoultella planticola or raoultella terrigena,class_4,snomedct_us
"pneumonia, bacterial",class_4,snomedct_us
shwachman syndrome,class_4,snomedct_us
rickettsia spotted fever group antigen,class_4,snomedct_us
streptococcus pneumoniae danish serotype 9l,class_4,snomedct_us
rift valley fever virus ag,class_4,snomedct_us
measurement of mycoplasma pneumoniae antibody,class_4,snomedct_us
measurement of streptococcus pneumoniae serogroup 9 antibody,class_4,snomedct_us
adverse reaction to yellow fever vaccine,class_4,snomedct_us
streptococcus pneumoniae danish serotype 32f,class_4,snomedct_us
kunjin fever,class_4,snomedct_us
congenital pseudomonal pneumonia,class_4,snomedct_us
post pertussis vaccination fever,class_4,snomedct_us
recurrent bacterial pneumonia,class_4,snomedct_us
"encephalitis, central european",class_4,snomedct_us
familial cold autoinflammatory syndrome 2,class_4,snomedct_us
sepsis caused by enterococcus,class_4,snomedct_us
slightly remittent fever,class_4,snomedct_us
fh: hay fever,class_4,snomedct_us
pneumonia due to respiratory syncytial virus,class_4,snomedct_us
streptococcus pneumoniae danish serotype 33f,class_4,snomedct_us
streptococcus pneumoniae capsular polysaccharide antigen unconjugated,class_4,snomedct_us
recurrent bacterial pneumonia co-occurrent with human immunodeficiency virus infection,class_4,snomedct_us
pneumonia caused by pseudomonas aeruginosa,class_4,snomedct_us
"neutropenia, monocytopenia, deafness syndrome",class_4,snomedct_us
sandfly fever due to sandfly fever sicilian virus,class_4,snomedct_us
"hemorrhagic fever virus, omsk",class_4,snomedct_us
streptococcus pneumoniae serogroup 32,class_4,snomedct_us
otitis media due to scarlet fever,class_4,snomedct_us
arenaviral hemorrhagic fever,class_4,snomedct_us
rat-bite fever,class_4,snomedct_us
hyper-igd periodic fever syndrome (hids),class_4,snomedct_us
mycoplasma pneumoniae iga,class_4,snomedct_us
far eastern spotted fever,class_4,snomedct_us
streptococcus pneumoniae danish serotype 42,class_4,snomedct_us
aspiration pneumonia due to near drowning,class_4,snomedct_us
streptococcus pneumoniae danish serotype 4 capsular polysaccharide antigen,class_4,snomedct_us
streptococcus pneumoniae danish serotype 7f capsular polysaccharide antigen unconjugated,class_4,snomedct_us
streptococcus pneumoniae danish serotype 5,class_4,snomedct_us
unresolved pneumonia,class_4,snomedct_us
peribronchial pneumonia,class_4,snomedct_us
streptococcus pneumoniae serogroup 28,class_4,snomedct_us
h/o: pneumonia,class_4,snomedct_us
sepsis due to streptococcus group d,class_4,snomedct_us
sepsis caused by haemophilus influenzae,class_4,snomedct_us
sepsis due to ectopic pregnancy,class_4,snomedct_us
measurement of streptococcus pneumoniae danish serotype 7f antibody,class_4,snomedct_us
measurement of streptococcus pneumoniae danish serotype 18f antibody,class_4,snomedct_us
cutaneous coccidioidomycosis,class_4,snomedct_us
klebsiella pneumoniae complex,class_4,snomedct_us
pneumonia due to histoplasma capsulatum,class_4,snomedct_us
drug fever,class_4,snomedct_us
apeu virus disease,class_4,snomedct_us
meningitis due to typhoid fever,class_4,snomedct_us
streptococcus pneumoniae danish serotype 20b,class_4,snomedct_us
zika virus infection,class_4,snomedct_us
sepsis caused by streptococcus agalactiae,class_4,snomedct_us
streptococcus pneumoniae danish serotype 20a igg,class_4,snomedct_us
myoclonus associated with fever,class_4,snomedct_us
chronic familial neutropenia (disorder),class_4,snomedct_us
streptococcus pneumoniae capsular polysaccharide antigen conjugated,class_4,snomedct_us
tertian fever,class_4,snomedct_us
thogoto virus disease,class_4,snomedct_us
pneumonia due to influenza a virus subtype h1n1,class_4,snomedct_us
chlamydophila pneumoniae iga,class_4,snomedct_us
proteus pneumonia,class_4,snomedct_us
henoch-schoenlein purpura,class_4,snomedct_us
streptococcus pneumoniae rrna assay,class_4,snomedct_us
live attenuated yellow fever virus antigen only vaccine product,class_4,snomedct_us
"pneumonia, interstitial",class_4,snomedct_us
relapsing fever of the caucasus,class_4,snomedct_us
acute rheumatic aortitis,class_4,snomedct_us
"pneumonia, lipid",class_4,snomedct_us
"neutropenia, severe congenital, x-linked",class_4,snomedct_us
streptococcus pneumoniae danish serotype 10a,class_4,snomedct_us
bussuquara virus disease,class_4,snomedct_us
streptococcus pneumoniae group a antigen assay,class_4,snomedct_us
tacaiuma virus disease,class_4,snomedct_us
acute aspiration pneumonia,class_4,snomedct_us
streptococcus pneumoniae danish serotype 7f capsular polysaccharide antigen,class_4,snomedct_us
pneumonia caused by vancomycin resistant enterococcus,class_4,snomedct_us
infection due to esbl klebsiella pneumoniae,class_4,snomedct_us
streptococcus pneumoniae antigen,class_4,snomedct_us
brass-founders' fever,class_4,snomedct_us
"febrile agglutinins measurement, brucella, francisella, murine typhus, q fever, rocky mountain spotted fever, scrub typhus",class_4,snomedct_us
"sepsis following infusion, injection, transfusion and/or vaccination",class_4,snomedct_us
bebaru fever,class_4,snomedct_us
infective pneumonia acquired prenatally,class_4,snomedct_us
postobstructive pneumonia,class_4,snomedct_us
streptococcus pneumoniae danish serotype 14 capsular polysaccharide antigen unconjugated,class_4,snomedct_us
chlamydophila pneumoniae antigen,class_4,snomedct_us
lobar pneumonia,class_4,snomedct_us
measurement of streptococcus pneumoniae serogroup 7 antibody,class_4,snomedct_us
measurement of streptococcus pneumoniae danish serotype 9n antibody,class_4,snomedct_us
mycoplasma pneumoniae igm,class_4,snomedct_us
streptococcus pneumoniae danish serotype 19f capsular polysaccharide antigen,class_4,snomedct_us
streptococcus pneumoniae danish serotype 7f,class_4,snomedct_us
fever-associated acute infantile liver failure syndrome,class_4,snomedct_us
pneumonia caused by gram positive bacteria,class_4,snomedct_us
yellow fever virus igm,class_4,snomedct_us
uremic lung,class_4,snomedct_us
aspiration pneumonia due to regurgitated gastric secretions,class_4,snomedct_us
transitory fever of newborn,class_4,snomedct_us
western rocky mountain spotted fever,class_4,snomedct_us
necrotizing pneumonia caused by panton-valentine leukocidin producing staphylococcus aureus,class_4,snomedct_us
septic shock,class_4,snomedct_us
myocarditis due to scarlet fever,class_4,snomedct_us
refractory neutropenia,class_4,snomedct_us
streptococcus pneumoniae danish serotype 24f,class_4,snomedct_us
pneumonia in q fever,class_4,snomedct_us
streptococcus pneumoniae danish serotype 33f igg,class_4,snomedct_us
timorian filarial fever,class_4,snomedct_us
measurement of streptococcus pneumoniae serogroup 12 antibody,class_4,snomedct_us
congenital staphylococcal pneumonia,class_4,snomedct_us
acute rheumatic pericarditis,class_4,snomedct_us
"congenital sideroblastic anemia, b-cell immunodeficiency, periodic fever, developmental delay syndrome",class_4,snomedct_us
alert from sepsis monitoring system received,class_4,snomedct_us
streptococcus pneumoniae danish serotype 22f igg,class_4,snomedct_us
nairovirus serogroup crimean-congo hemorrhagic fever,class_4,snomedct_us
klebsiella pneumoniae dna,class_4,snomedct_us
yellow fever suspected,class_4,snomedct_us
streptococcus pneumoniae danish serotype 1,class_4,snomedct_us
sandfly-borne orbivirus fever,class_4,snomedct_us
streptococcus pneumoniae serogroup 47,class_4,snomedct_us
malt-workers' lung,class_4,snomedct_us
otitis media caused by streptococcus pneumoniae,class_4,snomedct_us
tafro syndrome,class_4,snomedct_us
paratyphoid fever suspected,class_4,snomedct_us
streptococcus pneumoniae danish serotype 3 ab,class_4,snomedct_us
erythema multiforme due to mycoplasma pneumoniae infection,class_4,snomedct_us
salmonella pneumonia,class_4,snomedct_us
gastrointestinal hemorrhage with sepsis,class_4,snomedct_us
mosquito-borne arboviral fever,class_4,snomedct_us
streptococcus pneumoniae serogroup 20,class_4,snomedct_us
factitious fever,class_4,snomedct_us
lung injury with sepsis,class_4,snomedct_us
sepsis due to escherichia coli,class_4,snomedct_us
elokomin fluke fever,class_4,snomedct_us
streptococcus pneumoniae serogroup 41,class_4,snomedct_us
streptococcus pneumoniae serogroup 18,class_4,snomedct_us
neutropenia of the small for gestational age baby,class_4,snomedct_us
double quotidien fever,class_4,snomedct_us
sepsis of fetus caused by streptococcus pyogenes,class_4,snomedct_us
streptococcus pneumoniae danish serotype 11e,class_4,snomedct_us
dengue fever,class_4,snomedct_us
chlamydophila pneumoniae igg,class_4,snomedct_us
yellow fever virus rna assay,class_4,snomedct_us
rickettsialpox,class_4,snomedct_us
rheumatic pneumonia,class_4,snomedct_us
reticular dysgenesis,class_4,snomedct_us
varicella pneumonia,class_4,snomedct_us
"leishmaniasis, visceral",class_4,snomedct_us
hemorrhagic fever virus serology screening test,class_4,snomedct_us
streptococcus pneumoniae igg,class_4,snomedct_us
sepsis in asplenic subject,class_4,snomedct_us
streptococcus pneumoniae serogroup 6,class_4,snomedct_us
vaccination against yellow fever,class_4,snomedct_us
remittent fever,class_4,snomedct_us
paraneoplastic fever,class_4,snomedct_us
secondary bacterial pneumonia,class_4,snomedct_us
streptococcus pneumoniae danish serotype 8 capsular polysaccharide antigen unconjugated,class_4,snomedct_us
history of sepsis,class_4,snomedct_us
sweating fever,class_4,snomedct_us
streptococcus pneumoniae dna,class_4,snomedct_us
streptococcus pneumoniae danish serotype 4 capsular polysaccharide antigen unconjugated,class_4,snomedct_us
streptococcus pneumoniae danish serotype 33c,class_4,snomedct_us
pneumonia due to histoplasma,class_4,snomedct_us
bacterial sepsis,class_4,snomedct_us
sindbis fever,class_4,snomedct_us
acute ulcerative gastroenteritis complicating pneumonia,class_4,snomedct_us
"dengue hemorrhagic fever, grade ii",class_4,snomedct_us
streptococcus pneumoniae danish serotype 35a,class_4,snomedct_us
ossa virus disease,class_4,snomedct_us
pneumonia caused by sars-cov-2,class_4,snomedct_us
relapsing fever of central and/or south america,class_4,snomedct_us
oropouche orthobunyavirus infection,class_4,snomedct_us
non-tuberculous mycobacterial pneumonia,class_4,snomedct_us
lassa fever,class_4,snomedct_us
enterobacter pneumonia,class_4,snomedct_us
phlebotomus fever,class_4,snomedct_us
sandfly-borne rhabdovirus fever,class_4,snomedct_us
sepsis of the newborn,class_4,snomedct_us
antigen of streptococcus pneumoniae danish serotype 22f capsular polysaccharide,class_4,snomedct_us
rheumatic heart disease,class_4,snomedct_us
mite-borne hemorrhagic fever,class_4,snomedct_us
fort bragg fever,class_4,snomedct_us
sepsis caused by anaerobic streptococcus,class_4,snomedct_us
measurement of streptococcus pneumoniae serogroup 23 antibody,class_4,snomedct_us
streptococcus pneumoniae danish serotype 4 capsular polysaccharide antigen conjugated to nontypeable haemophilus influenzae protein d,class_4,snomedct_us
cat scratch fever antibody level,class_4,snomedct_us
lassa virus antibody,class_4,snomedct_us
streptococcus pneumoniae danish serotype 6a,class_4,snomedct_us
viral hemorrhagic fever suspected,class_4,snomedct_us
streptococcus pneumoniae danish serotype 23f,class_4,snomedct_us
streptococcus pneumoniae danish serotype 23f capsular polysaccharide antigen conjugated to corynebacterium diphtheriae crm197 protein,class_4,snomedct_us
mosquito-borne bunyamwera group virus fever,class_4,snomedct_us
streptococcus pneumoniae serogroup 16,class_4,snomedct_us
streptococcus pneumoniae danish serotype 14 capsular polysaccharide antigen,class_4,snomedct_us
streptococcus pneumoniae danish serotype 15c,class_4,snomedct_us
lupus pneumonia,class_4,snomedct_us
h/o: hay fever,class_4,snomedct_us
pneumonia caused by enterococcus faecium,class_4,snomedct_us
streptococcus pneumoniae danish serotype 9v,class_4,snomedct_us
sinusitis caused by streptococcus pneumoniae,class_4,snomedct_us
cat-bite fever,class_4,snomedct_us
streptococcus pneumoniae danish serotype 9v capsular polysaccharide antigen conjugated to nontypeable haemophilus influenzae protein d,class_4,snomedct_us
streptococcus pneumoniae danish serotype 6a ab,class_4,snomedct_us
pneumonia in pertussis,class_4,snomedct_us
streptococcus pneumoniae danish serotype 9v capsular polysaccharide antigen,class_4,snomedct_us
spelters' fever,class_4,snomedct_us
streptococcus pneumoniae danish serotype 12f ab,class_4,snomedct_us
rift valley fever virus ab,class_4,snomedct_us
pneumonia due to bordetella parapertussis,class_4,snomedct_us
gradual fall of fever,class_4,snomedct_us
mycoplasma pneumoniae dna,class_4,snomedct_us
uganda s fever,class_4,snomedct_us
left ventricular failure with sepsis,class_4,snomedct_us
unresolved lobar pneumonia,class_4,snomedct_us
filoviral hemorrhagic fever,class_4,snomedct_us
streptococcus pneumoniae danish serotype 17f,class_4,snomedct_us
chlamydia pneumoniae culture,class_4,snomedct_us
streptococcus pneumoniae danish serotype 3 capsular polysaccharide antigen,class_4,snomedct_us
rocky mountain spotted fever,class_4,snomedct_us
plague,class_4,snomedct_us
streptococcus pneumoniae danish serotype 41a,class_4,snomedct_us
pontiac fever,class_4,snomedct_us
interstitial pneumonia with autoimmune features,class_4,snomedct_us
streptococcus pneumoniae danish serotype 19f ab,class_4,snomedct_us
neutropenia due to and following chemotherapy,class_4,snomedct_us
klebsiella pneumoniae subsp. pneumoniae,class_4,snomedct_us
streptococcus pneumoniae danish serotype 15b capsular polysaccharide antigen,class_4,snomedct_us
"klebsiella species, not klebsiella pneumoniae and not klebsiella oxytoca",class_4,snomedct_us
streptococcus pneumoniae danish serotype 12f,class_4,snomedct_us
african swine fever virus,class_4,snomedct_us
dose-related drug-induced neutropenia,class_4,snomedct_us
healthcare associated bacterial pneumonia,class_4,snomedct_us
acute rheumatic endocarditis,class_4,snomedct_us
streptococcus pneumoniae danish serotype 39,class_4,snomedct_us
continuous fever,class_4,snomedct_us
pneumonia due to severe acute respiratory syndrome coronavirus,class_4,snomedct_us
idiopathic interstitial pneumonias,class_4,snomedct_us
post-splenectomy sepsis,class_4,snomedct_us
bacterial pneumonia co-occurrent with human immunodeficiency virus infection,class_4,snomedct_us
sepsis due to incomplete miscarriage,class_4,snomedct_us
neutropenia,class_4,snomedct_us
poikiloderma with neutropenia,class_4,snomedct_us
simian hemorrhagic fever virus,class_4,snomedct_us
streptococcus pneumoniae danish serotype 19f,class_4,snomedct_us
falling phase of fever,class_4,snomedct_us
vaccine product containing only streptococcus pneumoniae antigen (medicinal product),class_4,snomedct_us
measurement of streptococcus pneumoniae antibody,class_4,snomedct_us
pneumonia due to pseudomonas,class_4,snomedct_us
focal pneumonia,class_4,snomedct_us
penicillin resistant streptococcus pneumoniae,class_4,snomedct_us
streptococcus pneumoniae danish serotype 3 capsular polysaccharide antigen conjugated to corynebacterium diphtheriae crm197 protein,class_4,snomedct_us
sepsis caused by staphylococcus without acute organ dysfunction,class_4,snomedct_us
pneumonia in aspergillosis,class_4,snomedct_us
streptococcus pneumoniae serogroup 17,class_4,snomedct_us
sepsis without acute organ dysfunction,class_4,snomedct_us
chlamydia pneumoniae igg level,class_4,snomedct_us
streptococcus pneumoniae danish serotype 32a,class_4,snomedct_us
relapsing fever of asia and/or africa,class_4,snomedct_us
streptococcus pneumoniae danish serotype 19b igg,class_4,snomedct_us
gastrointestinal lesion with sepsis,class_4,snomedct_us
post yellow fever vaccination encephalitis,class_4,snomedct_us
menstrual cycle dependent periodic fever,class_4,snomedct_us
chlamydia pneumoniae dna assay,class_4,snomedct_us
hepatitis in yellow fever,class_4,snomedct_us
catarrhal pneumonia,class_4,snomedct_us
streptococcus pneumoniae danish serotype 40,class_4,snomedct_us
streptococcus pneumoniae serogroup 20 capsular polysaccharide antigen,class_4,snomedct_us
neonatal aspiration pneumonia,class_4,snomedct_us
